,returns,TRFUS,dl_AVBLS,dl_BLCHS,dl_CPTRA,dl_DIFF,dl_ETRVU,dl_HRATE,dl_MIREV,dl_MKPRU,dl_MKTCP,dl_MWNTD,dl_MWNUS,dl_MWTRV,dl_NADDU,dl_NTRAN,dl_NTRAT,dl_NTRBL,dl_NTREP,dl_TOTBC,dl_TOUTV,dl_FFER,dl_BTC=F,d_CL=F,dl_CNYUSD=X,dl_NDAQ,dl_SPY,dl_^DJI,dl_tweet,d_ATRCT,d_CPTRV,d_ETRAV,d_TRFEE,d_TRVOU,d_XRP-USD,d_^GVZ,d_^VIX,d_GPRD,d_CNEPU,d_gtrends,rv_d,rv_m,rv_w
2017-12-29,1.378054307232931,11504149.5379,-0.0332738762659625,-0.0044459450470056665,-0.05031180160812076,5.337952302396328e-13,0.017704903433950456,0.10199916795351822,0.06958735095875485,-0.01165070323962189,-6.228514325708158e-05,0.07794190668700361,0.001960459583818859,0.04119695825601007,0.12346233230296771,0.14831408235711943,0.002190541411726925,0.046314914402986386,0.14770995028186346,4.7707185233001385e-05,0.11140504952914637,-0.06547792937950687,0.051402419026183456,0.5799980163574219,0.003530389344045494,0.0020850302565193946,-0.0037776477976053957,-0.004773893920454431,-0.03586201416457526,-0.06666666666333043,0.07968025769999998,-46.132669000013266,-0.038842049999971096,-276474410.5212002,0.7837201356887822,0.5299997329711914,0.8599996566772496,-6.918586730957003,-24.322756268930604,-24.67500000000001,56.52544226546471,143.6705607783698,139.3002747317297
2017-12-30,-14.48439630656395,10289264.1145,-0.01043040753254644,0.0010238687303599186,-0.16044254315586506,-5.339062525423804e-13,0.0631339683788109,-0.11551288712489921,-0.1863496516466707,-0.07283211533325276,-0.08418798239409028,-0.21620860506298334,0.0031957559356688503,0.6589942670605355,-0.028810505237587283,-0.026975516809717624,0.001198550198135564,0.08853737030910497,-0.02917729412631119,0.00018484384846837327,-0.02946207417214635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07778885188861187,3.3306690738754696e-12,-0.25235418578133706,46775.53625321001,-7.223939930000029,121461515.9612,-0.05558013916015625,0.0,0.0,-27.769973754882812,-3.7536299422524024,0.0,153.3016772634578,143.5692948582831,133.9704270996229
2017-12-31,9.767138980616373,7307039.10502047,0.00016871828631845388,0.0066725077291444395,0.16909958043476314,0.0,-0.16615424577859592,0.10331761402914673,0.03399565948192441,0.06941874286661602,0.06954021436886101,0.19021701893804618,0.0012608128812638827,-1.024845729451553,-0.1831139206865351,-0.17048905989333518,0.00010354728618275642,-0.2738066739193305,-0.1631613434869364,0.00012147150446226495,-0.3146905781570659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375766379409078,2.6333333333299986,0.22126883975133704,-63798.74094221002,-233.42658347999998,-585753212.2199998,0.14155006408691406,0.0,0.0,-46.12929153442382,20.955967780079803,-30.84299999999999,74.1586253668192,144.1318923794281,102.4320438633873
2018-01-01,-2.482822627531254,6483620.48335,0.006080974967416987,-0.0044472578238322295,0.15079808731848504,0.02607061329158044,-0.2636470854122984,-0.013383262808293403,-0.07358925368085184,-0.02643603039495389,-0.05549960550117548,-0.3043016382678768,0.0006504296362015023,0.2560545612334858,-0.13452705039258703,-0.18340194821016306,0.001745636804506218,-0.13950775465574872,-0.18283650467764967,2.3100272695914917e-05,0.02717074810319636,0.0,0.0,0.0,0.003973218094628474,0.0,0.0,0.0,-0.04637421404275963,3.200000000000001,0.20809394602999998,-49745.989894,-75.73148975999999,-142348801.81000006,0.09046006202697798,0.0,0.0,48.91347122192382,-25.3674274137936,-14.683000000000021,49.9079220528229,144.7686975364128,94.9726297575105
2018-01-02,9.23918067270412,9741276.58678,-0.0019329934468183124,0.001192202806332002,-0.11968089201121106,0.004440317457505192,0.26868733365065134,0.09180754925613,0.22648835711084672,0.08406187427068418,0.11336909312563226,0.15725812824626634,0.0032941024969879475,-0.14950665511965094,0.3605096000307554,0.34389073509030976,0.001183022277700176,0.2520831858403518,0.33670159173360054,0.00022054347664411577,0.4102347001412021,0.0654779293795068,0.02625896827117851,-0.04999923706053977,-1.5317029551086624e-05,-0.0011723756471966617,0.007131680774992773,0.004230213402421039,0.2253074131047038,0.0,-0.11294356754311008,55560.29792418002,179.7519398,567203179.0600001,0.08986997604370117,1.0,-1.2699995040893572,92.1142501831055,109.7017156449144,31.345,71.53218888032585,143.926178729551,95.28564879887236
2018-01-03,1.651689098613066,11324841.6128776,0.022921724666810406,0.006649885211100409,-0.17972415112076995,0.0,-0.15834947898349466,-0.08541775115951239,0.01185652379644077,0.0031541204086444007,0.0037126514451521803,0.10582409724285131,0.0005871585879235835,0.13588031746760182,0.09706932328053182,0.1494969480087008,0.00010628828311438531,0.23491469916269897,0.14868569193353387,0.00011099841596547307,0.10467345008345695,0.0,0.008045635086942081,1.2600021362304545,0.0018153719966636892,0.01191732355285808,0.006305413701805252,0.003966899198768946,0.017384644091175575,-5.91666666667,0.23614805036311015,-51015.83238818002,100.52049633000001,-429075952.70000005,0.6244699954986568,-0.39999961853027166,-0.6200008392333984,-50.66691589355469,3.8967746318929812,-3.0849999999999795,37.22703144487657,143.7175590236745,87.83777823569075
2018-01-04,0.9341925003289229,11829066.6621,0.000299803227086369,-0.004335168273846019,0.004593200215146962,-1.5535350783591882e-12,0.3522123843551249,0.06771817405710621,0.03568350531309088,-0.000931904423903163,0.009341866723608077,0.04934890334136214,0.0020179362448061924,0.1580907788215455,0.11777331740162549,0.07078721973088226,0.0027363235311080713,0.003069045676121242,0.0673102367080771,0.00013109635302760396,-0.028467548821384053,0.0,-0.005020931050099569,0.37999725341797586,-0.0014003440640369895,0.01317567207269104,0.004205972815764274,0.006098332813957483,-0.059280470841723235,5.966666666669999,-0.35320243659000017,77352.70729800002,28.575622179999982,-78583855.44160008,0.09125995635986284,0.2399997711181605,0.07000064849853516,8.334274291992188,-86.8539159243519,-4.853000000000009,34.88376381635043,144.2538589439048,68.21952158430248
2018-01-05,11.88689479658449,12045172.4648,0.0016902947005367687,0.0010186471914538247,0.1920195946435765,1.5534240560543124e-12,0.15569108805416979,-0.16111934914439344,-0.022780139054749973,0.13274081420225525,0.1222571099252463,-0.25973828757190137,0.0034524199650319415,-0.057680339926873075,-0.17159660586235992,-0.2152321375761171,0.0011842364314175646,-0.05411278843397493,-0.22287784252203116,0.00010650313356425924,0.0648410338085459,0.0,0.10743889125093972,-0.5699996948242259,0.0015081379595037183,0.00658683182302448,0.006642163940678045,0.008764554775312662,0.024779653706228127,0.0,-0.25150401682578194,34005.315079680004,-76.90507391999995,704246647.3515999,-0.14791989326476962,-0.5399999618530202,0.0,-79.84050750732425,29.82301480435791,-1.7700000000000102,50.54567851214328,143.7810222245171,67.36526961954227
2018-01-06,0.6429609063577102,11572011.1365599,-0.012276434010429575,0.006628062995006146,0.039576165774306914,0.0,-0.18591565135386742,0.16111934914326506,0.11344547001077494,0.008411997680026711,-0.03345908979936779,0.5061512287679536,0.0016233283445315837,-0.2505385138215245,0.0007819967869690925,0.046020259101571016,0.00010535354999015987,-0.11509909004075831,0.06162167817432132,9.010917738289437e-05,0.0197891144278374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19326547045413067,-4.466666666669999,0.40286655123578197,-73616.18058468003,-6.878115210000033,-739448569.8599999,0.045259952545166016,0.0,0.0,12.428428649902344,-14.763626360383,-21.182999999999993,30.26675547578764,138.7561523405112,49.78885222130369
2018-01-07,-5.538832719388593,11424807.8726,-0.006536379401513798,-0.0043172977621296705,-0.05665982505480592,-1.5535350783591882e-12,0.21940152440651994,-0.036367644169750545,-0.060580585568013046,-0.009470544994183388,0.002799824354530129,-0.4683651044023586,0.003789918049814655,-0.3901483371782526,0.02324152944681936,0.025694847475127423,0.0024023049355582655,0.062062491646327045,0.029095837282686124,0.00015562400230079515,-0.0775859167182444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657812581551719,4.816666666670001,-0.30887159853699997,67050.00773500002,-8.363903150000056,-118611316.69299996,0.28383994102477983,0.0,0.0,-48.48545455932617,3.2276657674009925,1.3149999999999977,26.64172064747381,128.3232891731305,43.00072297568293
2018-01-08,-8.039023903033348,10602575.2839,0.0027735826498070273,0.001159720965652892,-0.0024592572566972254,1.5534240560543124e-12,-0.17879583761892404,0.024391453122287677,-0.06545121753161665,-0.11672303266244198,-0.08675299294331394,0.19582557239601575,0.0006419938803133871,0.35715003573246773,-0.015511930350591247,-0.06310061271239084,0.0011900768482327518,-0.08749206583838032,-0.0696802712977533,0.00012358841203129414,-0.08958156152558297,0.0,-0.10710337707231839,0.29000091552735086,0.0008935451272148223,0.009423688549076919,0.001827017741191272,-0.0005088742046378698,-0.7880411458294015,0.0,0.12572779036403003,-26964.55064140004,8.412403010000048,836136318.9929999,-0.9216001033782959,-0.07000064849853871,0.3000001907348633,51.71182632446289,18.756279807439,18.09899999999999,191.7514691441378,129.3343801313538,63.26408684587078
2018-01-09,-3.430346163979118,11613675.7472945,0.0037534916941256804,0.006604929919790369,-0.05812458698151404,0.0,-0.07653396525411175,-0.012121360533110019,0.05184690790627502,-0.03680538103329017,-0.025890190378744758,0.04732879846089342,0.004207050952754187,0.5397225054649945,0.02551117721154566,0.041349523199507146,0.0001063959186284907,0.05347088373335692,0.03479260976479278,4.987774370509338e-05,-0.11547056954848281,0.0,-0.010453644344205926,1.2299995422363352,-0.001555586946365213,0.0026229858129405625,0.0022607520320671285,0.0040577602279792645,0.97309960322242,0.5749999999999993,0.03937646591297006,-9316.605102599977,57.89179730000001,-559819355.26,-0.35442996025085405,-0.39999961853027166,0.5599994659423775,-5.030235290527344,-17.024219338476,-10.160999999999973,66.6265752906984,120.4650857779147,62.56328490449543
2018-01-10,3.460873212019189,10895933.4811,0.0034036742435092104,-0.004290845022915779,0.05324996031227814,-1.5535350783591882e-12,0.03556407448467891,0.012121360534986466,-0.05140489992727357,-0.018993191381267295,0.01695526471281778,-0.04320187493261309,0.0009664927700260115,-0.2806710576051055,-0.04695379243247017,-0.03638316784373092,0.002325514866611349,-0.048504528377342954,-0.030422897213436557,0.00019576470930992486,-0.03766928860576946,0.0,-0.020548668227387677,0.6100006103515554,-0.0048821308949450574,0.013135002129542757,-0.0015312680508607218,-0.0006568789252812024,0.017454160129970513,-1.1750000000000007,-0.011323435870000065,2055.2851120000123,-32.092501930000026,-65615692.96399999,-0.12685990333557218,0.0,-0.2600002288818306,-5.4219818115234375,-17.39644092090029,7.076999999999998,87.38705361760022,120.7964350276347,69.72900235774166
2018-01-11,-11.86865374540032,9273727.09077,-0.0010187809771913959,0.001351817982684781,0.005268691458147196,1.5534240560543124e-12,-0.05162084401295624,0.1507024005471487,-0.022950432027416468,-0.08230049360284526,-0.12318191377663977,0.027008511161776452,0.002092042739154624,0.05185914986800775,-0.0647406725723393,-0.027532117570419276,0.0011593337748297958,-0.17823451812001012,-0.025357299346412975,0.00013396136425450998,-0.1517437241333375,0.0,-0.07655973758612536,0.22999954223632812,0.003405768052017185,-0.009524558254452368,0.007269466298007958,0.008071658499252931,0.19743119776919232,0.0,0.07695890114338,11752.701969509973,-22.88486733000002,546374782.234,-0.024120092391966885,0.17000007629394176,0.06000041961669922,23.7930908203125,-20.399696582307,21.182999999999993,271.546469242571,128.4403688005352,103.5379602757732
2018-01-12,3.71616133478326,8444052.3487506,-0.002319078147018311,0.00658099206123043,0.05440024798446925,0.0,-0.13507065315094083,-0.08090663860925255,-0.03459489419891987,0.045292220008995736,0.039831725524449246,-0.009495343163868452,0.003032580450473226,-0.2337854289069626,-0.0953339023959887,-0.11883882435693542,0.00010121868175564499,-0.03793218574162146,-0.11861861630253136,0.00014212827063129625,-0.04340180694144525,0.0,0.04098634410713649,0.5000038146972656,0.0026158866925401823,0.011983923512237798,0.006497833494055323,0.00889333357527179,-0.21729769538581523,-2.2749999999999986,0.059982298336620055,-37205.69270650999,-79.80503936999992,-649131751.42,0.09243011474609286,0.6599998474121094,0.2799997329711914,71.99981689453128,58.8374883420133,-34.429,68.03315525033457,127.3425579334052,106.0361712383719
2018-01-13,3.363392751303307,7662641.86909,-0.038695249434286975,-0.004339463275208741,0.009728731561000813,0.10000858825249384,-0.22131870097498435,-0.034909975637637265,-0.14306604301538767,-0.008785191048964266,0.041428704482473724,-0.2536632256026614,0.000507850734874123,-0.30708244631071496,-0.13630016208877427,-0.12158619039058734,0.0018367856771034931,0.05625105395664233,-0.12171712027982902,0.00011086090947809534,-0.2651152611404845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24179619046011683,-1.7416666666666707,0.11365512872000005,-54153.432971,-89.16947315000004,-67739764.55299997,-0.021880149841307706,0.0,0.0,-83.726188659668,-31.1582589633838,-19.867999999999995,29.25744529574892,127.0513886791412,105.891984069795
2018-01-14,-5.311056742925163,6806278.50533,0.034884918362165916,0.0010753011896497675,0.09279538837426593,0.04291868045595483,0.01290556382434324,0.03947881097517378,-0.03107257243867695,0.004466058238362285,-0.08985425162519471,0.006354171040883449,0.0026606946383842143,0.014518240485203901,-0.09654213416360566,-0.12272258642857933,0.0008039471796956552,-0.16220139740211786,-0.12126015866566042,7.439640341452794e-05,-0.07286064858598017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03504345314169319,-3.3306690738754696e-12,-0.06921764326023006,13047.603160269995,-37.14185619,-141399579.97500002,-0.16015994548797607,0.0,0.0,-20.539600372314453,0.32576581445279373,-9.707000000000022,72.32640112252088,127.933282339174,112.4183669948017
2018-01-15,0.4807722923946995,7067805.76946109,0.008220263360320596,0.0065590763494368775,-0.1701948452422966,0.0,0.0658613288502531,-0.032789822821825715,0.014133374696425878,0.011432052511018368,0.055876219482390174,0.16812619216907665,0.0008861998228835732,0.1304771933412832,0.12495158948049313,0.15197426136855974,0.0001051362473158018,0.18476408419069792,0.14463709179396206,0.0001524953259419157,0.1656388044340306,0.0,0.0,0.0,0.005252414193352964,0.0,0.0,0.0,0.1574372732575826,-1.9499999999999993,-0.07534076511976995,8516.18758073001,18.793152959999986,-46368463.029000044,-0.1844599246978762,0.0,0.0,-4.285556793212891,-30.660136321639,1.3150000000000261,38.82223381289501,128.4194789809482,90.5713333760527
2018-01-16,-21.68803083686065,6779961.27563,-0.008794875806092818,-0.004410921009510368,-0.23468274528842056,1.3467005288694081e-12,0.06612253100612547,0.05826890812142587,-0.16457972001181542,-0.03323605753295538,-0.22559407229310266,-0.10065497786131501,0.001808066580981013,0.3335669531853869,0.09459860577029873,0.10437144019813263,0.001866883739770708,0.046102532076167116,0.10249333997558295,0.0001182608515936514,0.6570054631387038,0.0,-0.22278506412628743,-0.5700035095214844,0.003257956654330291,-0.012480882597928473,-0.003424111574866914,-0.00040042129184875397,0.2844139732335847,5.29166666667,-0.2218183012970001,68407.53917700003,96.2648423,29186688.40840006,-0.49749004840850897,0.47000026702881037,1.5,-0.212066650390625,13.125632645843098,130.23299999999998,520.8660811913792,144.1882436893147,155.4626913618642
2018-01-17,0.8112873027980404,7505013.85889,0.011511172734059973,0.0011674670721766823,0.018375623321287796,-1.3465895065687591e-12,-0.03445697996845975,0.04908961019539677,0.06360678414511803,-0.1982213649291097,-0.028660615590061535,0.03872014054539722,0.003348868685150291,0.13045109331368776,0.04115923175650285,0.03889458059175408,0.001076921058392749,-0.010195029605321277,0.04306580922762678,5.800964449142248e-05,-0.156983308623262,0.0,-0.019453225978338564,0.24000167846678977,-0.0011025980385094881,0.0004969590856905081,0.009486883929276716,0.012437081236758862,0.08677799847555058,0.0,0.10600170464772996,2459.587992039975,68.71422643000005,2138863331.2186,0.127099990844727,-0.3199996948242205,0.25,69.50746154785156,25.0704051309729,92.26499999999999,452.0884151379352,156.7499823460083,207.5628858647692
2018-01-18,-0.2443652369773214,7636110.19048479,-0.010754685923289445,0.006537456706200287,0.07337186676911857,0.0,-0.07392032354899336,0.035297782079898594,0.09188560841925729,0.02034376127623741,0.04351212546927715,0.11815818853557992,0.00028881501877254444,-0.1253473796652571,-0.03199197049027601,-0.02007533042725685,0.00010355855059581349,-0.05537311250973648,-0.02116149582213275,0.00019482827659429946,-0.13543581133910038,0.0,0.07648717966404486,-0.02000045776366477,0.0015845307715822987,-0.007860440635055598,-0.0016823421175785414,-0.0037534419107108532,-0.1042499615925965,0.40000000000000036,0.11394636972926997,-33733.90776604001,-18.19915117000005,-1155482618.74,0.29024004936218306,0.4899997711181694,0.310000419616701,-45.44276428222656,-52.422838642322596,-115.21799999999996,199.3368059918026,156.9472622579574,197.247219686088
2018-01-19,4.573700313239488,5614014.97038,-0.0023745678250943324,-0.004206622794814055,0.13463481598190172,1.3467005288694081e-12,-0.07989578058518111,-0.04734612059494669,-0.14778588422294017,-0.015151399074501453,0.006888087308762051,-0.13991598812705158,0.0025280341379634655,-0.4172581498736712,-0.25201899059569116,-0.23933640739521897,0.001780018415235921,-0.19199028679720057,-0.23824526484962308,0.00012267772020711713,-0.09896811246173384,0.0,-0.03927149734586583,-0.5800018310546804,0.001789467614768761,0.00300166586152163,0.004539110461719155,0.0020699044205044702,-0.5615006710373643,-0.3500000000000014,-0.014310777519999984,-19839.57564699999,-165.40754105999997,163333249.90299988,-0.044530034065247026,-0.82999992370606,-0.9499998092651403,19.29948425292966,55.6897872176196,-60.92100000000002,104.8495289114781,151.5598491007301,202.50670163768
2018-01-20,10.92714703888852,5561112.0675,0.054040146698662514,0.0012917226250110647,0.17656421897796945,-1.3465895065687591e-12,0.034790152287048855,0.07583807639344596,0.16503122773910717,0.1474940145404829,0.016512053428546114,0.06698450569479107,0.0010098383573185102,-0.21773187291842133,-0.03285367851008189,-0.012424007978844808,0.0008182717368241736,-0.08826208437208466,-0.002435327712563697,1.3382113615838068e-05,-0.29092728364209036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27214997594192536,0.0,0.1241292832824501,-8857.475784559996,-62.08679679000005,-837133042.013,0.0265699625015261,0.0,0.0,-33.16430664062497,70.63275284242,-31.343999999999994,55.35422041614344,147.4923652242727,206.2348123691649
2018-01-21,-10.44881491336175,4066809.78597951,-0.026626954285576796,0.006514153800471202,0.03429532227971827,0.0,-0.3794270596757239,0.04932506656079245,-0.04382328592446331,-0.11835550676620916,-0.009019029789196772,-0.10151145223087243,0.0027530765387247824,-0.172658294769556,-0.06810671136258399,-0.10965464688588054,9.898271499265495e-05,-0.15897971344746936,-0.10579899488798768,0.00025794241634362607,-0.2756647333135426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015134595953144075,-5.624999999999999,0.4496227026975499,-56148.70652844,-86.04050121,-661118268.4319999,-0.19857990741729803,0.0,0.0,2.3738555908203125,-112.35267828829491,-13.24600000000001,101.8787449463788,125.4563961984597,210.4565757725732
2018-01-22,-6.911213271797719,3317461.28628,0.0032848723903930593,-0.004013586175794127,-0.36007833124103344,1.3467005288694081e-12,0.16872275316617402,-0.11311480443806037,-0.26548389482588386,0.0007117707648036192,-0.019523142003252766,0.08384069329290937,0.00122252202093612,0.723703101320025,0.09404518170728467,0.130022586529735,0.0014675462140205863,0.2431373909644732,0.12341688943620645,6.986343930148583e-05,0.319312831641164,0.0,-0.09262891844545776,0.12000274658202414,0.0027449546122090525,0.006969663063535822,0.008097969264308983,0.005465263611386164,0.20557615912483934,4.1499999999999995,-0.5326769276999999,44955.952090000006,-28.750156819999972,739308314.0156,-0.022690057754515935,0.2299995422363299,-0.24000072479248047,58.67579650878906,57.8165180636899,26.491000000000014,115.4245800632376,122.9501951776274,221.3997680940507
